"","group","A","B","C","D","E","hired"
"855","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1981","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1871","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"960","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1452","female",0,0,0.813711204046299,0.0869565217391304,1,0
"1357","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"485","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1159","female",1,1,0,0.260869565217391,0,1
"1652","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1844","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1733","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"357","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1809","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1146","female",1,1,0,0.260869565217391,0,0
"1425","female",0,0,0.813711204046299,0.0869565217391304,1,1
"97","male",1,1,0,0.260869565217391,0,0
"1999","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"24","male",1,1,0,0.260869565217391,0,0
"1483","female",0,0,0.813711204046299,0.0869565217391304,1,1
"1828","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1705","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1835","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1191","female",1,1,0,0.260869565217391,0,1
"233","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1770","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"587","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"705","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1373","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"1510","female",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1079","female",1,1,0,0.260869565217391,0,0
"1282","female",1,1,0,0.260869565217391,0,0
"546","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1
"1351","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"486","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"512","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1143","female",1,1,0,0.260869565217391,0,1
"493","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1
"641","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1519","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1426","female",0,0,0.813711204046299,0.0869565217391304,1,0
"320","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"155","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"593","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1441","female",0,0,0.813711204046299,0.0869565217391304,1,0
"362","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1726","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1378","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"207","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1503","female",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"252","male",0,0,0.813711204046299,0.0869565217391304,1,0
"1105","female",1,1,0,0.260869565217391,0,0
"1744","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1062","female",1,1,0,0.260869565217391,0,0
"1635","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"188","male",0,0,0.813711204046299,0.0869565217391304,1,0
"922","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"115","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"521","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1518","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"327","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"473","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1233","female",1,1,0,0.260869565217391,0,0
"1923","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"467","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"578","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"768","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"482","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"557","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1941","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0
"707","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
